timestamp,CPU_ALL:User%,MEM:memtotal,MEM:active,MEM:inactive,NET:eno1-write-KB/s,NET:eno1-read-KB/s
1629762038,4.3,64275.5,5129.2,44610.8,19.8,7.4
1629762039,1.1,64275.5,5129.2,44611.1,15.7,2.4
1629762040,0.9,64275.5,5129.2,44611.2,1.1,0.6
1629762041,2.2,64275.5,5129.1,44636.5,25.3,56.3
1629762042,1.3,64275.5,5129.2,44637.2,10.5,11.6
1629762043,4.8,64275.5,5129.2,44616.4,0.0,5665197.5
1629762044,2.5,64275.5,5129.3,44616.9,0.4,0.8
1629762045,1.2,64275.5,5129.3,44615.9,0.4,26.0
1629762046,3.2,64275.5,5129.2,44611.7,80478744.0,0.0
1629762047,1.7,64275.5,5129.2,44611.6,24.3,5.7
1629762048,3.6,64275.5,5131.1,44609.7,24.7,7.9
1629762049,0.7,64275.5,5131.1,44609.8,1.3,0.8
1629762050,1.4,64275.5,5131.1,44609.8,8.3,5.1
1629762051,2.3,64275.5,5131.0,44609.6,18.5,11.4
1629762052,1.1,64275.5,5131.1,44610.2,15.9,2.4
1629762053,0.8,64275.5,5131.1,44609.8,1.4,0.8
1629762054,3.3,64275.5,5131.1,44609.8,8.1,5.0
1629762055,3.7,64275.5,5131.1,44609.9,1.3,0.7
1629762056,1.2,64275.5,5131.1,44610.1,2.3,11.1
1629762057,1.6,64275.5,5131.1,44609.9,1.3,0.6
1629762058,3.1,64275.5,5131.1,44609.9,1.8,10.3
1629762059,0.9,64275.5,5131.1,44609.9,1.3,0.6
1629762060,1.1,64275.5,5131.1,44610.2,17.8,22.4
1629762061,1.7,64275.5,5131.1,44610.0,2.8,9.5
1629762062,1.5,64275.5,5131.1,44610.0,8.2,5.0
1629762063,2.2,64275.5,5131.1,44610.0,2.3,2.5
1629762064,1.4,64275.5,5131.1,44609.7,1.4,0.7
1629762065,0.9,64275.5,5131.1,44610.1,1.2,0.6
1629762066,1.2,64275.5,5131.1,44623.9,5.2,5.9
1629762067,1.1,64275.5,5131.1,44623.8,16.2,2.8
1629762068,4.3,64275.5,5131.1,44624.2,17.1,2.5
1629762069,0.9,64275.5,5131.1,44611.0,16.2,3.0
1629762070,1.0,64275.5,5131.1,44610.6,15.9,2.6
1629762071,1.7,64275.5,5131.1,44611.1,3.2,17.9
1629762072,1.1,64275.5,5131.1,44610.8,1.3,1.4
1629762073,1.0,64275.5,5131.1,44610.8,2.5,12.0
1629762074,2.1,64275.5,5131.1,44610.2,1.3,0.6
1629762075,1.1,64275.5,5131.1,44610.8,2.1,20.5
1629762076,0.9,64275.5,5131.1,44610.9,2.0,2.1
1629762077,1.8,64275.5,5131.1,44611.2,17.5,1.4
1629762078,3.9,64275.5,5131.1,44610.9,23.7,6.5
1629762079,0.8,64275.5,5131.1,44610.9,1.2,0.5
1629762080,1.1,64275.5,5131.1,44610.9,1.4,8.3
1629762081,1.9,64275.5,5131.1,44610.4,17.0,2.3
1629762082,1.2,64275.5,5131.2,44611.3,17.0,19.0
1629762083,0.9,64275.5,5131.2,44611.0,1.6,1.0
1629762084,2.2,64275.5,5131.2,44610.2,1.6,8.7
1629762085,1.5,64275.5,5131.2,44611.0,1.1,0.5
1629762086,1.2,64275.5,5131.2,44611.1,13.5,30.3
1629762087,2.7,64275.5,5129.6,44808.4,2.0,2.3
1629762088,5.6,64275.5,5129.4,44616.1,0.0,5666121.0
1629762089,1.6,64275.5,5129.4,44615.5,0.4,26.9
1629762090,4.1,64275.5,5129.4,44612.5,80483808.0,0.0
1629762091,2.6,64275.5,5129.3,44612.3,8.1,5.0
1629762092,1.4,64275.5,5129.3,44612.1,9.8,14.0
1629762093,1.1,64275.5,5129.3,44612.1,11.9,8.5
1629762094,1.8,64275.5,5129.3,44611.9,8.4,5.2
1629762095,0.8,64275.5,5129.3,44612.1,1.5,0.8
1629762096,1.0,64275.5,5129.3,44612.4,1.4,0.7
1629762097,2.2,64275.5,5129.3,44612.5,16.2,2.7
1629762098,3.6,64275.5,5129.3,44611.7,23.8,6.7
1629762099,0.9,64275.5,5129.3,44611.7,15.7,2.2
1629762100,1.1,64275.5,5129.3,44611.7,17.1,4.2
1629762101,1.9,64275.5,5129.3,44611.9,1.7,9.8
1629762102,1.1,64275.5,5129.3,44612.2,2.8,9.5
1629762103,1.4,64275.5,5129.3,44611.9,4.8,13.5
1629762104,1.5,64275.5,5129.3,44612.0,1.8,1.2
1629762105,0.8,64275.5,5129.3,44611.9,1.9,20.6
1629762106,1.1,64275.5,5129.3,44612.2,8.8,6.7
1629762107,2.4,64275.5,5130.9,44610.3,17.5,1.5
1629762108,2.7,64275.5,5131.2,44610.2,16.8,2.4
1629762109,0.7,64275.5,5131.2,44610.2,1.4,0.7
1629762110,1.2,64275.5,5131.2,44610.2,1.4,0.8
1629762111,2.4,64275.5,5131.2,44610.1,17.0,2.2
1629762112,1.4,64275.5,5131.2,44610.2,17.1,11.1
1629762113,0.8,64275.5,5131.2,44610.2,1.4,0.8
1629762114,1.6,64275.5,5131.2,44610.5,1.5,1.0
1629762115,5.6,64275.5,5131.2,44610.3,1.2,0.6
1629762116,1.4,64275.5,5131.2,44611.0,12.2,28.5
1629762117,3.0,64275.5,5129.6,44628.1,1.2,0.6
1629762118,5.4,64275.5,5129.4,44616.7,0.0,5664487.0
1629762119,2.2,64275.5,5129.5,44617.4,0.4,26.9
1629762120,2.6,64275.5,5129.5,44618.3,80477120.0,0.0
1629762121,3.5,64275.5,5129.4,44612.6,12.6,12.1
1629762122,1.4,64275.5,5129.4,44613.1,9.7,13.9
1629762123,1.1,64275.5,5129.4,44625.9,6.0,7.7
1629762124,1.7,64275.5,5129.4,44626.7,8.2,5.0
1629762125,1.0,64275.5,5129.4,44612.5,1.7,1.0
1629762126,1.4,64275.5,5129.4,44612.5,1.6,1.2
1629762127,3.3,64275.5,5129.4,44613.1,31.8,4.4
1629762128,2.2,64275.5,5129.4,44613.1,8.2,4.9
1629762129,0.9,64275.5,5129.4,44613.1,15.7,2.4
1629762130,1.2,64275.5,5129.4,44613.1,15.7,2.3
1629762131,1.9,64275.5,5129.4,44613.4,11.8,27.4
1629762132,1.6,64275.5,5129.5,44667.9,2.7,9.6
1629762133,4.5,64275.5,5129.5,44617.8,0.0,5662018.0
1629762134,2.8,64275.5,5129.5,44618.1,0.4,26.8
1629762135,3.1,64275.5,5129.5,44627.8,80480144.0,0.0
1629762136,1.2,64275.5,5129.5,44613.4,8.2,5.0
1629762137,3.2,64275.5,5131.1,44598.6,40.6,7.9
1629762138,2.3,64275.5,5131.3,44598.1,1.1,0.7
1629762139,1.1,64275.5,5131.3,44598.1,8.1,5.1
1629762140,0.8,64275.5,5131.3,44598.1,1.2,0.8
1629762141,1.8,64275.5,5131.3,44597.9,17.1,2.3
1629762142,1.8,64275.5,5131.3,44598.1,21.1,167.7
1629762143,0.9,64275.5,5131.3,44598.1,8.2,5.0
1629762144,1.7,64275.5,5131.3,44598.2,1.4,0.8
1629762145,0.9,64275.5,5131.3,44598.2,2.1,2.3
1629762146,1.2,64275.5,5131.3,44598.4,1.5,9.6
1629762147,2.7,64275.5,5131.3,44598.2,1.4,0.7
1629762148,2.2,64275.5,5131.3,44598.3,1.9,10.6
1629762149,0.7,64275.5,5131.3,44598.3,1.3,0.8
1629762150,1.2,64275.5,5131.3,44598.4,17.8,22.2
1629762151,2.0,64275.5,5131.3,44599.0,8.2,5.1
1629762152,1.9,64275.5,5131.3,44599.5,6.0,90.2
1629762153,1.0,64275.5,5131.3,44599.4,3.3,2.8
1629762154,2.3,64275.5,5131.3,44611.8,3.0,4.0
1629762155,0.9,64275.5,5131.3,44611.8,1.5,0.9
1629762156,0.9,64275.5,5131.3,44612.0,1.4,0.7
1629762157,3.6,64275.5,5131.3,44599.5,32.4,4.7
1629762158,1.4,64275.5,5131.3,44598.5,1.2,0.5
1629762159,0.9,64275.5,5131.3,44598.5,15.8,2.4
1629762160,1.5,64275.5,5131.3,44598.5,15.7,2.2
1629762161,1.9,64275.5,5131.3,44599.1,11.5,27.0
1629762162,2.2,64275.5,5131.3,44651.6,7.8,177.5
1629762163,4.0,64275.5,5131.4,44603.3,0.0,5660670.0
1629762164,2.4,64275.5,5131.4,44604.1,0.4,26.8
1629762165,2.1,64275.5,5131.4,44617.1,80485560.0,0.0
1629762166,2.3,64275.5,5131.4,44598.6,14.2,24.8
1629762167,4.8,64275.5,5131.4,44599.4,40.0,7.4
1629762168,1.5,64275.5,5131.4,44598.9,1.2,0.6
1629762169,0.8,64275.5,5131.4,44598.9,8.1,4.9
1629762170,0.9,64275.5,5131.4,44598.9,1.2,0.6
1629762171,1.9,64275.5,5131.4,44599.0,17.2,2.3
1629762172,2.2,64275.5,5131.4,44599.7,18.2,67.9
1629762173,0.8,64275.5,5131.4,44599.0,8.1,5.1
1629762174,1.5,64275.5,5131.4,44598.7,1.1,0.5
1629762175,3.0,64275.5,5131.4,44599.0,2.1,2.2
1629762176,4.0,64275.5,5131.4,44612.6,5.6,15.1
1629762177,3.2,64275.5,5131.4,44613.1,1.2,0.5
1629762178,1.1,64275.5,5131.4,44599.5,2.0,10.3
1629762179,0.8,64275.5,5131.4,44599.1,1.1,0.5
1629762180,2.2,64275.5,5131.4,44599.5,17.7,21.9
1629762181,1.9,64275.5,5131.4,44599.1,8.1,5.0
1629762182,1.3,64275.5,5131.4,44605.8,13.0,25.6
1629762183,0.8,64275.5,5131.4,44599.3,2.3,2.3
1629762184,1.5,64275.5,5131.4,44598.7,1.4,6.9
1629762185,0.8,64275.5,5131.4,44599.3,1.4,0.8
1629762186,1.5,64275.5,5131.4,44599.4,2.2,1.5
