timestamp,CPU_ALL:User%,MEM:memtotal,MEM:active,MEM:inactive,NET:eno1-write-KB/s,NET:eno1-read-KB/s
1634128745,1.5,64275.5,9212.3,52700.7,2.7,4.8
1634128746,0.8,64275.5,9212.3,52700.7,2.0,13.3
1634128747,0.8,64275.5,9212.3,52700.7,2.7,8.6
1634128748,1.0,64275.5,9212.3,52700.7,2.7,16.3
1634128749,1.0,64275.5,9212.3,52700.7,20.6,14.8
1634128750,0.6,64275.5,9212.3,52700.7,2.4,14.7
1634128751,1.8,64275.5,9212.3,52700.7,1.3,3.2
1634128752,1.5,64275.5,9212.3,52700.7,1.3,2.9
1634128753,0.6,64275.5,9212.3,52700.7,2.1,4.8
1634128754,3.2,64275.5,9212.3,52706.7,78.4,2743.3
1634128755,10.1,64275.5,9212.3,52706.2,58.9,3787.1
1634128756,6.6,64275.5,9212.3,52706.2,1.4,3.2
1634128757,7.3,64275.5,9212.3,52706.6,1.8,3.5
1634128758,7.6,64275.5,9212.3,52706.2,19.7,13.6
1634128759,6.4,64275.5,9212.3,52707.2,1.4,3.1
1634128760,6.5,64275.5,9212.3,52717.7,1.3,3.2
1634128761,7.1,64275.5,9212.3,52717.8,2.2,11.9
1634128762,6.7,64275.5,9212.3,52717.8,18.6,4.8
1634128763,6.4,64275.5,9212.3,52717.8,1.6,12.5
1634128764,7.8,64275.5,9212.3,52717.9,1.9,17.7
1634128765,7.3,64275.5,9212.3,52723.9,1.5,8.7
1634128766,7.1,64275.5,9212.3,52723.9,0.8,3.1
1634128767,6.8,64275.5,9212.3,52723.9,33.0,6.7
1634128768,7.3,64275.5,9212.3,52724.0,37.5,17.0
1634128769,6.7,64275.5,9212.3,52723.9,8.6,8.0
1634128770,7.7,64275.5,9212.3,52723.9,19.4,5.0
1634128771,7.1,64275.5,9212.3,52724.0,1.3,3.2
1634128772,6.3,64275.5,9212.3,52724.0,1.3,3.2
1634128773,6.1,64275.5,9212.3,52731.5,2.2,3.5
1634128774,7.4,64275.5,9212.3,52731.5,0.8,3.0
1634128775,7.5,64275.5,9212.3,52731.5,1.6,7.0
1634128776,6.9,64275.5,9212.3,52731.5,1.2,9.7
1634128777,6.8,64275.5,9212.3,52731.5,2.0,3.2
1634128778,7.3,64275.5,9212.3,52732.2,3.1,21.2
1634128779,6.4,64275.5,9212.3,52731.6,20.8,4.9
1634128780,6.6,64275.5,9212.3,52731.5,2.6,23.8
1634128781,7.4,64275.5,9212.3,52731.5,0.8,2.9
1634128782,6.6,64275.5,9212.3,52731.5,1.5,3.6
1634128783,6.6,64275.5,9212.3,52731.5,2.7,5.1
1634128784,7.7,64275.5,9212.3,52731.6,1.6,3.4
1634128785,7.4,64275.5,9212.3,52731.6,19.8,5.3
1634128786,6.7,64275.5,9212.3,52731.6,1.0,3.3
1634128787,6.7,64275.5,9212.3,52731.6,0.8,3.5
1634128788,6.8,64275.5,9212.3,52736.4,19.5,13.4
1634128789,6.5,64275.5,9212.3,52731.6,4.5,5.0
1634128790,6.8,64275.5,9212.3,52731.6,1.5,12.2
1634128791,7.5,64275.5,9212.3,52731.6,1.0,3.5
1634128792,7.6,64275.5,9212.3,52731.6,17.9,4.6
1634128793,6.7,64275.5,9212.3,52731.6,1.3,12.8
1634128794,7.1,64275.5,9212.3,52731.7,0.8,2.7
1634128795,7.1,64275.5,9212.3,52731.7,1.5,22.4
1634128796,6.2,64275.5,9212.3,52731.7,1.9,3.5
1634128797,6.7,64275.5,9212.3,52731.7,34.2,8.3
1634128798,7.4,64275.5,9212.3,52731.7,37.0,6.7
1634128799,6.4,64275.5,9212.3,52731.7,1.6,11.9
