timestamp,CPU_ALL:User%,MEM:memtotal,MEM:active,MEM:inactive,NET:eno1-write-KB/s,NET:eno1-read-KB/s
1633999812,1.5,64275.5,11603.3,48832.3,2.8,6.1
1633999813,0.9,64275.5,11603.3,48832.1,2.0,12.7
1633999814,4.6,64275.5,11603.3,48832.4,2.0,5.1
1633999815,2.1,64275.5,11603.3,48832.4,2.4,23.0
1633999816,1.0,64275.5,11603.3,48832.9,1.7,3.5
1633999817,0.6,64275.5,11603.3,48832.5,1.5,3.5
1633999818,2.2,64275.5,11603.3,48832.9,24.8,5.1
1633999819,1.8,64275.5,11603.3,48850.9,2.2,4.5
1633999820,1.4,64275.5,11603.3,48832.4,1.4,3.0
1633999821,1.1,64275.5,11603.3,48832.7,3.8,38.4
1633999822,0.9,64275.5,11603.3,48832.7,1.7,4.1
1633999823,1.3,64275.5,11603.3,48832.9,24.6,5.0
1633999824,4.9,64275.5,11603.3,48832.6,36.3,20.6
1633999825,1.4,64275.5,11603.3,48832.6,1.5,3.3
1633999826,2.8,64275.5,11603.3,48832.4,18.3,14.1
1633999827,0.6,64275.5,11603.3,48832.7,1.5,3.4
1633999828,1.7,64275.5,11603.3,48832.8,19.1,13.6
1633999829,1.8,64275.5,11603.3,48841.1,17.9,5.3
1633999830,1.8,64275.5,11603.3,48832.8,2.2,22.9
1633999831,1.3,64275.5,11603.3,48833.5,9.2,17.6
1633999832,0.8,64275.5,11603.3,48832.8,5.4,6.7
1633999833,0.9,64275.5,11603.3,48832.9,1.4,3.2
1633999834,4.7,64275.5,11603.3,48833.3,18.6,7.1
1633999835,0.8,64275.5,11603.3,48833.3,1.5,3.2
1633999836,1.4,64275.5,11603.3,48833.2,41.3,13.2
1633999837,0.6,64275.5,11603.3,48833.3,2.2,4.9
1633999838,1.6,64275.5,11603.3,48833.6,1.4,3.0
1633999839,2.0,64275.5,11603.3,48833.4,3.9,5.3
1633999840,0.9,64275.5,11603.3,48833.4,1.4,3.0
1633999841,1.1,64275.5,11603.3,48833.9,3.8,23.3
1633999842,1.9,64275.5,11603.3,48833.4,1.6,3.9
1633999843,1.3,64275.5,11603.3,48833.8,2.0,13.1
1633999844,4.7,64275.5,11603.3,48833.5,2.3,5.5
1633999845,0.9,64275.5,11603.3,48833.5,4.6,19.5
1633999846,1.0,64275.5,11603.3,48833.5,1.8,8.9
1633999847,1.1,64275.5,11603.3,48842.8,1.8,5.0
1633999848,1.5,64275.5,11603.3,48833.6,24.8,4.0
1633999849,2.0,64275.5,11603.3,48833.6,2.8,5.0
1633999850,0.9,64275.5,11603.3,48833.6,2.1,3.4
1633999851,1.1,64275.5,11603.3,48834.2,3.7,14.4
1633999852,0.9,64275.5,11603.3,48833.6,1.6,4.1
1633999853,2.1,64275.5,11603.3,48833.9,24.7,6.8
1633999854,4.7,64275.5,11603.3,48833.7,26.8,7.2
1633999855,0.9,64275.5,11603.3,48833.7,1.5,3.5
1633999856,2.4,64275.5,11603.3,48833.8,18.4,14.4
1633999857,4.2,64275.5,11603.3,48833.8,1.5,3.3
1633999858,1.7,64275.5,11603.3,48833.8,19.1,14.2
1633999859,1.9,64275.5,11603.3,48833.8,18.0,5.1
1633999860,1.4,64275.5,11603.3,48833.8,1.6,8.0
1633999861,1.2,64275.5,11603.3,48833.8,3.6,29.2
1633999862,0.8,64275.5,11603.3,48833.9,1.6,4.0
1633999863,1.2,64275.5,11603.3,48833.9,1.4,3.2
1633999864,4.6,64275.5,11603.3,48834.0,18.5,7.2
1633999865,1.1,64275.5,11603.3,48834.3,3.2,6.8
1633999866,1.3,64275.5,11603.3,48834.3,41.3,5.9
1633999867,0.6,64275.5,11603.3,48834.1,3.6,6.5
1633999868,1.5,64275.5,11603.3,48834.2,1.4,3.0
1633999869,3.2,64275.5,11603.3,48834.2,3.8,5.2
1633999870,0.9,64275.5,11603.3,48834.1,1.5,3.1
1633999871,1.1,64275.5,11603.3,48834.1,4.2,43.1
1633999872,0.9,64275.5,11603.3,48834.1,1.6,3.9
1633999873,0.9,64275.5,11603.3,48834.4,1.8,9.5
1633999874,5.4,64275.5,11603.3,48834.2,2.0,5.1
