timestamp,CPU_ALL:User%,MEM:memtotal,MEM:active,MEM:inactive,NET:eno1-write-KB/s,NET:eno1-read-KB/s
1631585616,1.2,64275.5,6004.3,55155.5,2.8,8.5
1631585617,1.4,64275.5,6004.3,55155.4,16.5,2.3
1631585618,0.4,64275.5,6004.3,55155.4,0.8,0.5
1631585619,0.9,64275.5,6004.3,55155.4,5.2,1.2
1631585620,1.1,64275.5,6004.3,55155.2,0.8,0.6
1631585621,0.4,64275.5,6004.3,55155.4,1.3,9.8
1631585622,1.7,64275.5,6004.3,55155.6,17.8,4.6
1631585623,1.3,64275.5,6004.3,55155.5,1.3,10.1
1631585624,0.6,64275.5,6004.3,55155.5,1.3,6.8
1631585625,0.9,64275.5,6004.3,55155.6,18.6,22.1
1631585626,1.5,64275.5,6004.3,55155.6,19.6,13.2
1631585627,1.3,64275.5,6004.3,55162.0,1.1,0.6
1631585628,0.7,64275.5,6004.3,55155.6,17.7,4.2
1631585629,0.5,64275.5,6004.3,55155.6,0.8,0.6
1631585630,1.1,64275.5,6004.3,55155.6,0.7,0.7
1631585631,0.9,64275.5,6004.3,55155.7,0.9,0.7
1631585632,0.8,64275.5,6004.3,55161.9,1.3,1.3
1631585633,1.7,64275.5,6004.3,55156.6,18.2,3.9
1631585634,0.7,64275.5,6004.3,55169.3,3.9,5.2
1631585635,1.3,64275.5,6004.3,55169.3,1.3,2.1
1631585636,1.0,64275.5,6004.3,55169.9,19.4,25.5
1631585637,1.2,64275.5,6004.3,55173.7,1.0,6.5
1631585638,0.7,64275.5,6004.3,55169.4,16.6,11.5
1631585639,0.4,64275.5,6004.3,55169.4,1.2,1.6
1631585640,1.5,64275.5,6004.3,55156.0,19.0,23.0
1631585641,0.6,64275.5,6004.3,55155.8,0.9,0.9
1631585642,0.7,64275.5,6004.3,55158.0,0.9,0.8
1631585643,1.7,64275.5,6004.3,55155.9,0.7,0.6
1631585644,0.5,64275.5,6004.3,55156.1,8.0,5.3
1631585645,1.7,64275.5,6004.3,55156.1,1.0,1.1
1631585646,0.7,64275.5,6004.3,55163.4,2.3,9.1
1631585647,1.1,64275.5,6004.3,55156.2,17.9,4.4
1631585648,0.6,64275.5,6004.3,55156.2,0.9,0.6
1631585649,0.5,64275.5,6004.3,55156.2,5.2,1.0
1631585650,1.2,64275.5,6004.3,55155.6,1.2,3.3
1631585651,0.5,64275.5,6004.3,55156.2,1.2,9.5
1631585652,0.9,64275.5,6004.3,55156.4,17.5,2.3
1631585653,1.5,64275.5,6004.3,55156.3,1.5,14.1
1631585654,0.5,64275.5,6004.3,55157.1,2.4,1.5
1631585655,2.1,64275.5,6004.3,55189.4,21.3,46.5
1631585656,1.4,64275.5,6004.3,55193.7,19.1,10.7
1631585657,1.1,64275.5,6004.3,55182.1,1.0,1.7
1631585658,0.6,64275.5,6004.3,55182.1,16.3,2.2
1631585659,1.2,64275.5,6004.3,55156.3,1.3,0.8
1631585660,1.0,64275.5,6004.3,55156.5,0.8,0.8
1631585661,0.6,64275.5,6004.3,55156.4,0.8,0.5
1631585662,0.7,64275.5,6004.3,55156.4,16.5,2.6
1631585663,1.7,64275.5,6004.3,55156.4,1.0,10.1
1631585664,0.4,64275.5,6004.3,55156.4,1.1,1.1
1631585665,0.6,64275.5,6004.3,55156.4,1.4,2.0
1631585666,1.4,64275.5,6004.3,55158.9,19.3,20.0
1631585667,1.1,64275.5,6004.3,55156.4,0.8,0.6
1631585668,1.7,64275.5,6004.3,55156.8,16.7,11.5
1631585669,0.6,64275.5,6004.3,55160.7,1.0,2.2
1631585670,1.5,64275.5,6004.3,55156.5,19.0,21.7
1631585671,0.6,64275.5,6004.3,55156.6,1.4,0.8
1631585672,0.7,64275.5,6004.3,55156.5,0.8,0.6
1631585673,1.6,64275.5,6004.3,55156.8,0.7,0.5
1631585674,0.5,64275.5,6004.3,55156.7,0.8,0.6
1631585675,0.7,64275.5,6004.3,55156.8,0.9,0.7
1631585676,1.1,64275.5,6004.3,55156.4,2.1,8.2
1631585677,1.5,64275.5,6004.3,55156.8,16.5,3.2
1631585678,0.6,64275.5,6004.3,55156.8,0.9,0.8
1631585679,1.1,64275.5,6004.3,55156.8,7.8,2.9
1631585680,1.2,64275.5,6004.3,55156.7,1.0,0.6
1631585682,0.5,64275.5,6004.3,55158.0,1.2,9.7
1631585683,0.9,64275.5,6004.3,55157.0,18.3,42.3
1631585684,1.7,64275.5,6004.3,55156.9,1.4,11.1
1631585685,1.6,64275.5,6004.3,55156.7,1.3,11.9
1631585686,1.0,64275.5,6004.3,55157.1,34.9,21.8
1631585687,1.2,64275.5,6004.4,55159.7,2.6,11.4
1631585688,0.7,64275.5,6004.4,55157.0,1.2,8.7
1631585689,0.6,64275.5,6004.3,55156.8,16.4,2.2
1631585690,0.6,64275.5,6004.4,55157.0,1.0,0.8
1631585691,1.5,64275.5,6004.4,55156.9,0.7,0.7
1631585692,1.4,64275.5,6004.4,55161.3,0.8,0.5
1631585693,0.6,64275.5,6004.4,55157.0,16.4,2.4
1631585694,1.6,64275.5,6004.4,55157.0,0.9,0.6
1631585695,0.4,64275.5,6004.4,55157.0,1.6,1.2
1631585696,0.6,64275.5,6004.4,55157.1,1.5,2.0
1631585697,1.8,64275.5,6004.4,55161.9,18.2,11.8
1631585698,0.7,64275.5,6004.4,55157.1,18.2,14.4
1631585699,0.6,64275.5,6004.4,55157.1,1.1,9.7
1631585700,1.4,64275.5,6004.4,55157.1,17.5,2.1
1631585701,1.5,64275.5,6004.4,55157.2,12.4,27.9
1631585702,0.6,64275.5,6004.4,55164.3,0.9,0.5
1631585703,0.5,64275.5,6004.4,55157.2,0.8,0.6
1631585704,1.7,64275.5,6004.4,55157.4,0.9,0.6
1631585705,0.4,64275.5,6004.4,55157.4,0.7,0.7
1631585706,1.0,64275.5,6004.4,55157.5,1.1,0.9
1631585707,1.2,64275.5,6004.4,55164.5,0.7,0.7
1631585708,0.7,64275.5,6004.4,55157.5,17.6,10.8
1631585709,0.4,64275.5,6004.4,55157.5,0.9,1.1
1631585710,1.4,64275.5,6004.4,55157.5,5.0,0.9
1631585711,1.1,64275.5,6004.4,55157.5,1.0,1.3
1631585712,0.6,64275.5,6004.4,55157.8,1.2,9.6
1631585713,0.9,64275.5,6004.4,55157.5,18.9,15.6
1631585714,1.8,64275.5,6004.4,55157.6,1.2,9.8
1631585715,0.6,64275.5,6004.4,55157.6,17.4,2.2
1631585716,1.6,64275.5,6004.4,55157.6,19.0,23.1
1631585717,1.5,64275.5,6004.4,55157.9,1.1,1.9
1631585718,0.7,64275.5,6004.4,55157.7,2.3,9.2
1631585719,0.7,64275.5,6004.4,55157.4,16.5,2.4
1631585720,0.5,64275.5,6004.4,55157.7,0.8,0.5
1631585721,1.1,64275.5,6004.4,55157.7,0.7,0.5
1631585722,0.7,64275.5,6004.4,55157.9,0.7,0.4
1631585723,0.8,64275.5,6004.4,55158.7,16.7,2.6
1631585724,1.7,64275.5,6004.4,55158.9,2.7,2.0
1631585725,1.4,64275.5,6004.4,55183.4,2.5,23.7
1631585726,0.7,64275.5,6004.4,55183.4,1.4,2.1
1631585727,1.8,64275.5,6004.4,55183.7,18.0,11.8
1631585728,0.7,64275.5,6004.4,55183.5,17.9,11.1
1631585729,0.9,64275.5,6004.4,55157.8,1.5,11.1
1631585730,1.3,64275.5,6004.4,55157.8,17.6,2.5
1631585731,1.3,64275.5,6004.4,55157.8,2.1,21.5
