timestamp,CPU_ALL:User%,MEM:memtotal,MEM:active,MEM:inactive
1628094021,14.4,64275.6,5819.0,51886.1
1628094022,13.1,64275.6,5819.0,51887.5
1628094023,13.9,64275.6,5819.0,51889.0
1628094024,13.6,64275.6,5819.0,51890.7
1628094025,13.5,64275.6,5819.0,51891.9
1628094026,12.2,64275.6,5819.0,51893.7
1628094027,13.9,64275.6,5819.0,51895.5
1628094028,15.3,64275.6,5819.1,51907.6
1628094029,14.4,64275.6,5819.2,51939.8
1628094030,12.1,64275.6,5819.3,51940.2
1628094031,15.8,64275.6,5819.3,51966.4
1628094032,12.2,64275.6,5819.3,51966.4
1628094033,13.7,64275.6,5819.3,51940.6
1628094034,13.3,64275.6,5819.3,51940.7
1628094035,13.6,64275.6,5819.3,51940.7
1628094036,13.3,64275.6,5819.3,51940.7
1628094037,14.6,64275.6,5819.3,51940.7
1628094038,13.0,64275.6,5819.3,51940.9
1628094039,12.9,64275.6,5819.3,51940.7
1628094040,13.0,64275.6,5819.3,51940.7
1628094041,15.4,64275.6,5819.3,51941.9
1628094042,12.5,64275.6,5819.3,51942.0
1628094043,14.8,64275.6,5819.3,51966.6
1628094044,13.3,64275.6,5819.3,51966.6
1628094045,13.7,64275.6,5819.3,51966.7
1628094046,13.7,64275.6,5819.3,51966.3
1628094047,13.4,64275.6,5819.3,51940.5
1628094048,15.4,64275.6,5819.3,51940.8
1628094049,13.2,64275.6,5819.3,51942.9
1628094050,12.4,64275.6,5819.3,51951.5
1628094051,12.9,64275.6,5819.3,51951.5
1628094052,12.9,64275.6,5819.3,51951.5
1628094053,14.2,64275.6,5819.3,51951.7
1628094054,13.5,64275.6,5819.3,51952.5
1628094055,13.1,64275.6,5819.3,51952.9
1628094056,17.6,64275.6,5819.3,51953.3
1628094057,13.5,64275.6,5819.3,51954.1
1628094058,17.4,64275.6,5819.4,51957.9
1628094059,12.2,64275.6,5819.5,51957.6
1628094060,12.0,64275.6,5819.5,51957.6
1628094061,14.8,64275.6,5819.5,51957.6
1628094062,13.5,64275.6,5819.6,51977.9
1628094063,15.9,64275.6,5819.7,51977.8
1628094064,15.8,64275.6,5819.7,51977.8
1628094065,15.7,64275.6,5819.7,51977.8
1628094066,14.8,64275.6,5819.7,51977.8
1628094067,14.7,64275.6,5819.7,51977.8
1628094068,15.3,64275.6,5819.8,51978.7
1628094069,15.2,64275.6,5819.8,51977.9
1628094070,15.2,64275.6,5819.8,51977.9
1628094071,17.0,64275.6,5819.8,51978.0
1628094072,14.6,64275.6,5819.8,51978.0
1628094073,15.7,64275.6,5819.8,51978.0
1628094074,15.6,64275.6,5819.8,51978.0
1628094075,16.5,64275.6,5819.8,51978.4
1628094076,14.6,64275.6,5819.8,51979.0
1628094077,15.1,64275.6,5819.8,51979.0
1628094078,15.2,64275.6,5819.8,51979.1
1628094079,14.0,64275.6,5819.8,51979.1
1628094080,12.5,64275.6,5819.8,51979.1
1628094081,13.8,64275.6,5819.8,51979.1
1628094082,12.6,64275.6,5819.8,51979.1
1628094083,14.5,64275.6,5819.8,51979.1
1628094084,14.1,64275.6,5819.8,51979.1
1628094085,13.1,64275.6,5819.8,51979.1
1628094086,13.2,64275.6,5819.8,51979.2
1628094087,12.8,64275.6,5819.8,51979.2
1628094088,15.2,64275.6,5819.8,51979.2
1628094089,13.6,64275.6,5819.8,51979.2
1628094090,12.5,64275.6,5819.8,51979.2
1628094091,14.9,64275.6,5819.8,51979.3
1628094092,13.1,64275.6,5819.8,51979.3
1628094093,14.1,64275.6,5819.8,51979.3
1628094094,13.9,64275.6,5819.8,51979.6
1628094095,14.1,64275.6,5819.8,51980.0
1628094096,13.3,64275.6,5819.8,51980.6
1628094097,13.8,64275.6,5819.8,51981.2
1628094098,12.7,64275.6,5819.8,51981.9
1628094099,13.6,64275.6,5819.8,51982.3
1628094100,12.6,64275.6,5819.8,51983.2
1628094101,16.1,64275.6,5819.8,51983.4
1628094102,12.2,64275.6,5819.8,51983.4
1628094103,14.1,64275.6,5820.0,51983.4
1628094104,13.7,64275.6,5820.0,51983.4
1628094105,13.9,64275.6,5820.0,51983.0
1628094106,12.8,64275.6,5820.0,51983.1
1628094107,12.5,64275.6,5820.0,51983.1
1628094108,15.9,64275.6,5820.0,51983.2
1628094109,12.9,64275.6,5820.0,51983.2
1628094110,12.6,64275.6,5820.0,51983.2
1628094111,12.8,64275.6,5820.0,51984.0
1628094112,12.8,64275.6,5820.0,51983.2
1628094113,14.7,64275.6,5820.0,51983.9
1628094114,13.8,64275.6,5820.0,51983.3
1628094115,13.5,64275.6,5820.0,51983.3
1628094116,16.1,64275.6,5820.0,51983.3
1628094117,14.8,64275.6,5820.0,51983.3
1628094118,15.8,64275.6,5820.0,51983.3
1628094119,13.0,64275.6,5820.0,51983.4
1628094120,12.8,64275.6,5820.0,51983.4
1628094121,15.6,64275.6,5820.0,51983.4
1628094122,12.5,64275.6,5820.0,51983.4
1628094123,13.9,64275.6,5820.0,51983.4
1628094124,14.5,64275.6,5820.0,51983.4
1628094125,13.8,64275.6,5820.0,51984.6
1628094126,12.5,64275.6,5820.0,52009.1
1628094127,12.8,64275.6,5820.0,52009.3
1628094128,13.1,64275.6,5820.0,52009.9
1628094129,15.4,64275.6,5820.0,52012.3
1628094130,12.4,64275.6,5820.0,51985.7
1628094131,15.5,64275.6,5820.0,52011.1
1628094132,12.4,64275.6,5820.0,52022.4
1628094133,14.9,64275.6,5820.0,52011.3
1628094134,14.3,64275.6,5820.0,52011.2
1628094135,14.0,64275.6,5820.0,51986.3
1628094136,13.4,64275.6,5820.0,51986.4
1628094137,12.9,64275.6,5820.0,51986.4
1628094138,14.7,64275.6,5820.0,51987.6
1628094139,14.9,64275.6,5820.0,51987.4
1628094140,14.8,64275.6,5820.0,51987.5
1628094141,15.1,64275.6,5820.0,51987.5
1628094142,15.3,64275.6,5820.0,52003.6
1628094143,14.5,64275.6,5820.0,51987.8
1628094144,15.3,64275.6,5820.0,51987.5
1628094145,15.4,64275.6,5820.0,51987.5
1628094146,14.2,64275.6,5820.0,51987.6
1628094147,14.2,64275.6,5820.0,51987.6
1628094148,16.8,64275.6,5820.0,51987.6
1628094149,15.6,64275.6,5820.0,51988.0
1628094151,14.4,64275.6,5820.0,51987.6
1628094152,15.6,64275.6,5820.0,51987.7
1628094153,13.0,64275.6,5820.0,51993.9
1628094154,13.2,64275.6,5820.0,51987.7
1628094155,13.9,64275.6,5820.0,51987.7
1628094156,14.0,64275.6,5820.0,51987.8
1628094157,12.7,64275.6,5820.0,51987.8
1628094158,13.6,64275.6,5820.0,51987.8
1628094159,13.2,64275.6,5820.0,51988.2
1628094160,13.5,64275.6,5820.0,51988.1
1628094161,13.6,64275.6,5820.0,51988.1
1628094162,13.9,64275.6,5820.0,51987.9
1628094163,13.9,64275.6,5820.0,51987.7
1628094164,13.7,64275.6,5820.0,51987.9
1628094165,13.6,64275.6,5820.0,51987.9
1628094166,14.2,64275.6,5820.0,51987.9
1628094167,12.8,64275.6,5820.0,51988.3
1628094168,13.7,64275.6,5820.0,51988.3
1628094169,15.6,64275.6,5820.0,51988.8
1628094170,13.0,64275.6,5820.0,51989.5
1628094171,12.7,64275.6,5820.0,51989.7
1628094172,12.9,64275.6,5820.0,51990.2
1628094173,13.2,64275.6,5820.0,51991.0
1628094174,13.9,64275.6,5820.0,51991.6
1628094175,13.7,64275.6,5820.1,51991.8
1628094176,13.3,64275.6,5820.1,51991.8
1628094177,12.2,64275.6,5820.1,51991.8
1628094178,18.3,64275.6,5820.1,51991.8
1628094179,14.8,64275.6,5820.1,51991.9
1628094180,14.2,64275.6,5820.1,51992.0
1628094181,13.8,64275.6,5820.1,51993.1
1628094182,14.9,64275.6,5820.1,51993.1
1628094183,13.9,64275.6,5820.1,51993.5
1628094184,13.5,64275.6,5820.1,51993.3
1628094185,14.7,64275.6,5820.1,51993.2
1628094186,14.2,64275.6,5820.1,51993.2
1628094187,13.2,64275.6,5820.1,51993.3
1628094188,13.5,64275.6,5820.1,51993.3
1628094189,14.2,64275.6,5820.1,51993.4
1628094190,14.2,64275.6,5820.1,51993.3
1628094191,15.5,64275.6,5820.1,51993.6
1628094192,13.3,64275.6,5820.1,51993.4
1628094193,15.0,64275.6,5820.1,52016.8
1628094194,13.7,64275.6,5820.1,52018.0
1628094195,14.8,64275.6,5820.1,52018.0
1628094196,13.2,64275.6,5820.1,52017.7
1628094197,13.0,64275.6,5820.1,52018.4
1628094198,13.9,64275.6,5820.1,51992.9
1628094199,14.8,64275.6,5820.1,51992.3
1628094200,13.2,64275.6,5820.1,51992.8
1628094201,13.5,64275.6,5820.1,51993.4
1628094202,13.9,64275.6,5820.1,51994.5
1628094203,13.7,64275.6,5820.1,51993.4
1628094204,12.8,64275.6,5820.1,52008.7
1628094205,14.4,64275.6,5820.1,51993.4
1628094206,12.8,64275.6,5820.1,51993.4
1628094207,13.4,64275.6,5820.1,51993.5
1628094208,12.7,64275.6,5820.1,51993.5
1628094209,15.4,64275.6,5820.1,51993.5
1628094210,12.8,64275.6,5820.1,51994.0
1628094211,15.0,64275.6,5820.1,51993.9
1628094212,12.9,64275.6,5820.1,51993.6
1628094213,13.4,64275.6,5820.1,51992.8
1628094214,13.6,64275.6,5820.1,52014.1
1628094215,13.7,64275.6,5820.1,51993.7
1628094216,13.4,64275.6,5820.1,51993.8
1628094217,13.7,64275.6,5820.1,51995.0
1628094218,14.8,64275.6,5820.1,51995.8
1628094219,12.5,64275.6,5820.1,51999.1
1628094220,12.6,64275.6,5820.1,51996.0
1628094221,14.3,64275.6,5820.1,51996.4
1628094222,12.8,64275.6,5820.1,51996.1
1628094223,14.6,64275.6,5820.1,51996.1
1628094224,13.3,64275.6,5820.1,52008.4
1628094225,12.8,64275.6,5820.1,51996.1
1628094226,13.5,64275.6,5820.1,51996.1
1628094227,13.4,64275.6,5820.1,51995.9
1628094228,14.8,64275.6,5820.1,51996.2
1628094229,13.2,64275.6,5820.1,52003.0
1628094230,12.8,64275.6,5820.1,51995.9
1628094231,13.2,64275.6,5820.1,51995.9
1628094232,12.8,64275.6,5820.1,51997.1
1628094233,14.1,64275.6,5820.1,52021.8
1628094234,13.8,64275.6,5820.1,52022.9
1628094235,14.2,64275.6,5820.1,52047.7
1628094236,12.9,64275.6,5820.1,52047.7
1628094237,13.3,64275.6,5820.1,52047.7
1628094238,18.2,64275.6,5820.2,52021.9
1628094239,15.2,64275.6,5820.2,51996.3
1628094240,12.8,64275.6,5820.2,51996.2
1628094241,14.9,64275.6,5820.2,51996.2
1628094242,12.8,64275.6,5820.2,51996.2
1628094243,14.3,64275.6,5820.2,51996.2
1628094244,13.5,64275.6,5820.2,51996.2
1628094245,13.9,64275.6,5820.2,51996.2
1628094246,12.8,64275.6,5820.2,51996.3
1628094247,12.7,64275.6,5820.2,51996.5
1628094248,13.1,64275.6,5820.2,51997.1
1628094249,14.1,64275.6,5820.2,51997.9
1628094250,13.9,64275.6,5820.2,51997.8
1628094251,14.4,64275.6,5820.2,51997.8
1628094252,12.2,64275.6,5820.2,51997.8
1628094253,14.4,64275.6,5820.2,51997.8
1628094254,13.6,64275.6,5820.2,51997.9
1628094255,13.8,64275.6,5820.2,51997.8
1628094256,13.0,64275.6,5820.2,51998.8
1628094257,13.1,64275.6,5820.2,51998.8
1628094258,14.4,64275.6,5820.2,51998.9
1628094259,13.3,64275.6,5820.2,51999.1
1628094260,12.9,64275.6,5820.2,51998.9
1628094261,14.2,64275.6,5820.2,51998.9
1628094262,12.7,64275.6,5820.2,51998.9
1628094263,13.3,64275.6,5820.2,51998.9
1628094264,13.8,64275.6,5820.2,51998.9
1628094265,14.3,64275.6,5820.2,51998.9
1628094266,12.7,64275.6,5820.2,51999.0
1628094267,12.7,64275.6,5820.2,51999.0
1628094268,15.0,64275.6,5820.2,51999.0
1628094269,13.8,64275.6,5820.2,51998.9
1628094270,13.2,64275.6,5820.2,51999.5
1628094271,15.2,64275.6,5820.2,51999.0
1628094272,12.2,64275.6,5820.2,51999.0
1628094273,14.4,64275.6,5820.2,51999.0
1628094274,14.2,64275.6,5820.2,51999.3
1628094275,13.3,64275.6,5820.2,51999.1
1628094276,13.4,64275.6,5820.2,51999.1
1628094277,13.3,64275.6,5820.2,51999.2
1628094278,13.2,64275.6,5820.2,51999.6
1628094279,13.2,64275.6,5820.2,52000.2
1628094280,13.0,64275.6,5820.2,52000.8
1628094281,15.1,64275.6,5820.2,52001.0
1628094282,12.3,64275.6,5820.2,52001.0
1628094283,14.6,64275.6,5820.2,52001.1
1628094284,13.8,64275.6,5820.2,52001.2
1628094285,14.3,64275.6,5820.2,52003.6
1628094286,13.2,64275.6,5820.2,52002.1
1628094287,12.8,64275.6,5820.2,52002.1
1628094288,15.0,64275.6,5820.2,52003.8
1628094289,12.9,64275.6,5820.2,52002.9
1628094290,12.4,64275.6,5820.2,52002.3
1628094291,13.0,64275.6,5820.2,52002.4
1628094292,13.5,64275.6,5820.2,52002.4
1628094293,14.1,64275.6,5820.2,52002.4
1628094294,14.1,64275.6,5820.2,52002.5
1628094295,13.5,64275.6,5820.2,52002.6
1628094296,12.5,64275.6,5820.2,52002.6
1628094297,13.4,64275.6,5820.2,52002.6
1628094298,14.9,64275.6,5820.2,52002.6
1628094299,17.9,64275.6,5820.2,52003.1
1628094300,12.7,64275.6,5820.2,52002.6
1628094301,16.3,64275.6,5820.2,52002.6
1628094302,12.9,64275.6,5820.2,52002.6
1628094303,13.5,64275.6,5820.2,52002.6
1628094304,13.9,64275.6,5820.2,52002.9
1628094305,13.6,64275.6,5820.2,52002.6
1628094306,12.6,64275.6,5820.2,52002.7
1628094307,13.0,64275.6,5820.2,52002.8
1628094308,13.1,64275.6,5820.2,52002.8
1628094309,13.1,64275.6,5820.2,52003.4
1628094310,13.2,64275.6,5820.2,52002.8
1628094311,16.2,64275.6,5820.2,52002.9
1628094312,12.6,64275.6,5820.2,52003.1
1628094313,14.7,64275.6,5820.2,52004.0
1628094314,13.8,64275.6,5820.2,52004.3
1628094315,14.5,64275.6,5820.2,52004.1
1628094316,13.3,64275.6,5820.2,52004.2
1628094317,13.5,64275.6,5820.2,52004.3
1628094318,14.8,64275.6,5820.2,52004.4
1628094319,13.6,64275.6,5820.2,52004.7
1628094320,13.2,64275.6,5820.2,52004.4
1628094321,13.8,64275.6,5820.2,52004.4
1628094322,13.4,64275.6,5820.2,52004.4
1628094323,13.6,64275.6,5820.2,52004.5
1628094324,13.6,64275.6,5820.2,52004.5
1628094325,13.0,64275.6,5820.2,52004.5
1628094326,13.3,64275.6,5820.2,52004.5
1628094327,12.7,64275.6,5820.2,52004.5
1628094328,14.6,64275.6,5820.2,52004.6
1628094329,13.8,64275.6,5820.2,52004.8
1628094330,12.2,64275.6,5820.2,52004.6
1628094331,15.2,64275.6,5820.2,52004.6
1628094332,13.0,64275.6,5820.2,52004.6
1628094333,13.6,64275.6,5820.2,52004.7
1628094334,13.6,64275.6,5820.2,52004.7
1628094335,13.9,64275.6,5820.2,52004.7
1628094336,13.2,64275.6,5820.2,52004.7
1628094337,15.8,64275.6,5820.2,52034.2
1628094338,16.9,64275.6,5820.3,52037.0
1628094339,19.3,64275.6,5820.3,52040.2
1628094340,19.1,64275.6,5820.3,52042.5
1628094341,21.6,64275.6,5820.3,52019.1
1628094342,15.6,64275.6,5820.3,51915.6
1628094343,14.9,64275.6,5820.3,51915.6
1628094344,13.5,64275.6,5820.3,51916.2
1628094345,15.5,64275.6,5820.3,51920.0
1628094346,12.7,64275.6,5820.3,51920.4
1628094347,13.0,64275.6,5820.3,51920.4
1628094348,14.9,64275.6,5820.3,51916.7
1628094349,13.1,64275.6,5820.3,51917.0
1628094350,12.3,64275.6,5820.3,51916.6
1628094351,12.7,64275.6,5820.3,51916.6
1628094352,12.5,64275.6,5820.3,51916.6
1628094353,13.6,64275.6,5820.3,51916.7
1628094354,13.4,64275.6,5820.3,51918.0
1628094355,13.2,64275.6,5820.3,51917.8
1628094356,14.1,64275.6,5820.3,51942.5
1628094357,13.2,64275.6,5820.3,51942.5
1628094358,15.3,64275.6,5820.3,51916.7
1628094359,16.0,64275.6,5820.3,51916.7
1628094360,14.5,64275.6,5820.3,51916.8
1628094361,14.9,64275.6,5820.3,51917.0
1628094362,12.6,64275.6,5820.3,51924.0
1628094363,14.0,64275.6,5820.3,51916.8
1628094364,13.6,64275.6,5820.3,51916.8
1628094365,13.8,64275.6,5820.3,51916.8
1628094366,12.3,64275.6,5820.3,51916.9
1628094367,13.1,64275.6,5820.3,51916.9
1628094368,12.8,64275.6,5820.3,51916.9
1628094369,13.8,64275.6,5820.3,51916.9
1628094370,12.6,64275.6,5820.3,51926.1
1628094371,15.1,64275.6,5820.3,51917.3
1628094372,12.7,64275.6,5820.3,51935.7
1628094373,14.8,64275.6,5820.3,51917.9
1628094374,13.7,64275.6,5820.3,51918.7
1628094375,13.6,64275.6,5820.3,51919.6
1628094376,13.9,64275.6,5820.3,51920.2
1628094377,14.9,64275.6,5820.3,51920.6
1628094378,14.4,64275.6,5820.3,51921.3
1628094379,12.7,64275.6,5820.3,51921.7
1628094380,13.0,64275.6,5820.3,51921.3
1628094381,14.0,64275.6,5820.3,51922.3
1628094383,13.5,64275.6,5820.3,51929.6
1628094384,13.0,64275.6,5820.3,51921.4
1628094385,13.6,64275.6,5820.3,51921.4
1628094386,14.2,64275.6,5820.3,51921.4
1628094387,13.2,64275.6,5820.3,51921.5
1628094388,13.2,64275.6,5820.3,51921.5
1628094389,14.6,64275.6,5820.3,51921.5
1628094390,13.7,64275.6,5820.3,51921.7
1628094391,12.4,64275.6,5820.3,51928.5
1628094392,15.5,64275.6,5820.3,51921.7
1628094393,13.2,64275.6,5820.3,51921.2
1628094394,13.3,64275.6,5820.3,51921.6
1628094395,13.4,64275.6,5820.3,51921.6
1628094396,14.5,64275.6,5820.3,51921.6
1628094397,12.7,64275.6,5820.3,51921.7
1628094398,14.1,64275.6,5820.3,51921.7
1628094399,12.1,64275.6,5820.3,51921.7
1628094400,13.0,64275.6,5820.3,51922.1
1628094401,13.5,64275.6,5820.3,51921.9
1628094402,14.5,64275.6,5820.3,51922.2
1628094403,14.4,64275.6,5820.3,51921.7
1628094404,13.0,64275.6,5820.3,51921.7
1628094405,13.6,64275.6,5820.3,51922.2
1628094406,14.9,64275.6,5820.3,51922.3
1628094407,12.8,64275.6,5820.3,51922.6
1628094408,13.5,64275.6,5820.3,51923.1
1628094409,15.0,64275.6,5820.3,51923.3
1628094410,13.3,64275.6,5820.3,51924.1
1628094411,12.3,64275.6,5820.3,51923.4
1628094412,12.6,64275.6,5820.3,51923.7
1628094413,12.8,64275.6,5820.3,51922.6
1628094414,12.8,64275.6,5820.3,51923.4
1628094415,13.6,64275.6,5820.3,51923.4
1628094416,13.3,64275.6,5820.3,51923.4
1628094417,13.5,64275.6,5820.3,51923.5
1628094418,12.9,64275.6,5820.3,51923.5
1628094419,15.3,64275.6,5820.3,51923.5
1628094420,13.5,64275.6,5820.3,51924.8
1628094421,19.0,64275.6,5820.3,51925.8
1628094422,14.0,64275.6,5820.3,51926.2
1628094423,13.4,64275.6,5820.3,51925.6
1628094424,13.8,64275.6,5820.3,51927.6
1628094425,15.0,64275.6,5820.3,51978.2
1628094426,13.1,64275.6,5820.3,51978.2
1628094427,12.4,64275.6,5820.3,51951.0
1628094428,13.2,64275.6,5820.3,51925.2
1628094429,12.8,64275.6,5820.3,51924.9
1628094430,13.6,64275.6,5820.3,51924.9
1628094431,15.0,64275.6,5820.3,51924.9
1628094432,12.9,64275.6,5820.3,51925.2
1628094433,15.0,64275.6,5820.3,51926.5
1628094434,13.7,64275.6,5820.3,51935.2
1628094435,14.2,64275.6,5820.3,51926.1
1628094436,13.3,64275.6,5820.3,51926.1
1628094437,13.2,64275.6,5820.3,51927.4
1628094438,13.9,64275.6,5820.3,51928.0
1628094439,16.0,64275.6,5820.3,51964.4
1628094440,13.0,64275.6,5820.3,51980.2
1628094441,13.2,64275.6,5820.3,51979.2
1628094442,12.8,64275.6,5820.3,51979.2
1628094443,13.8,64275.6,5820.3,51953.5
1628094444,12.8,64275.6,5820.3,51949.9
1628094445,15.7,64275.6,5820.3,51942.3
1628094446,15.5,64275.6,5820.3,51942.2
1628094447,14.8,64275.6,5820.3,51942.4
1628094448,15.6,64275.6,5820.3,51942.7
1628094449,16.4,64275.6,5820.3,51942.5
1628094450,15.2,64275.6,5820.3,51942.4
1628094451,16.3,64275.6,5820.3,51942.5
1628094452,14.5,64275.6,5820.3,51941.7
1628094453,16.0,64275.6,5820.3,51941.1
1628094454,14.6,64275.6,5820.3,51944.2
1628094455,15.8,64275.6,5820.3,51941.3
1628094456,15.5,64275.6,5820.3,51941.5
1628094457,15.4,64275.6,5820.3,51941.5
1628094458,15.4,64275.6,5820.3,51941.5
1628094459,14.4,64275.6,5820.3,51941.5
1628094460,14.7,64275.6,5820.3,51947.9
1628094461,17.0,64275.6,5820.3,51941.5
1628094462,14.4,64275.6,5820.3,51941.5
1628094463,17.1,64275.6,5820.3,51941.9
1628094464,15.5,64275.6,5820.3,51941.7
1628094465,14.9,64275.6,5820.3,51947.9
1628094466,16.2,64275.6,5820.3,51941.8
1628094467,14.8,64275.6,5820.3,51942.0
1628094468,16.0,64275.6,5820.3,51942.0
1628094469,12.9,64275.6,5820.3,51942.0
1628094470,12.6,64275.6,5820.3,51942.0
1628094471,13.5,64275.6,5820.3,51942.0
1628094472,13.6,64275.6,5820.3,51942.1
1628094473,13.6,64275.6,5820.3,51942.1
1628094474,14.1,64275.6,5820.3,51942.1
1628094475,13.7,64275.6,5820.3,51942.1
1628094476,13.3,64275.6,5820.3,51942.2
1628094477,13.5,64275.6,5820.3,51942.2
1628094478,14.8,64275.6,5820.3,51942.2
1628094479,13.5,64275.6,5820.3,51942.2
1628094480,12.9,64275.6,5820.3,51942.2
1628094481,18.3,64275.6,5820.3,51942.2
1628094482,13.9,64275.6,5820.3,51942.2
1628094483,14.3,64275.6,5820.3,51942.2
1628094484,13.8,64275.6,5820.3,51942.3
1628094485,13.2,64275.6,5820.3,51942.3
1628094486,13.9,64275.6,5820.3,51942.6
1628094487,12.7,64275.6,5820.3,51943.1
1628094488,12.4,64275.6,5820.3,51945.0
1628094489,15.2,64275.6,5820.3,51972.2
1628094490,13.5,64275.6,5820.3,51971.1
1628094491,16.7,64275.6,5820.3,51945.7
1628094492,12.1,64275.6,5820.3,51945.7
1628094493,15.2,64275.6,5820.3,51945.7
1628094494,13.2,64275.6,5820.3,51945.7
1628094495,13.9,64275.6,5820.3,51945.7
1628094496,12.9,64275.6,5820.3,51946.1
1628094497,13.2,64275.6,5820.3,51946.1
1628094498,14.4,64275.6,5820.3,51946.1
1628094499,12.8,64275.6,5820.3,51946.1
1628094500,13.2,64275.6,5820.3,51946.2
1628094501,14.1,64275.6,5820.3,51946.2
1628094502,12.9,64275.6,5820.3,51946.4
1628094503,14.9,64275.6,5820.3,51946.2
1628094504,13.2,64275.6,5820.3,51946.2
1628094505,13.2,64275.6,5820.3,51946.2
1628094506,13.2,64275.6,5820.3,51946.3
1628094507,13.4,64275.6,5820.3,51946.3
1628094508,14.5,64275.6,5820.3,51946.3
1628094509,13.5,64275.6,5820.3,51946.3
1628094510,13.1,64275.6,5820.3,51946.3
1628094511,15.3,64275.6,5820.3,51946.4
1628094512,12.8,64275.6,5820.3,51946.4
1628094513,14.3,64275.6,5820.3,51946.4
1628094514,13.1,64275.6,5820.3,51946.4
1628094515,14.0,64275.6,5820.3,51946.7
1628094516,13.5,64275.6,5820.3,51946.4
1628094517,13.4,64275.6,5820.3,51946.7
1628094518,13.7,64275.6,5820.3,51947.2
1628094519,13.0,64275.6,5820.3,51947.6
1628094520,12.5,64275.6,5820.3,51947.6
1628094521,14.9,64275.6,5820.3,51947.6
1628094522,12.6,64275.6,5820.3,51947.6
1628094523,14.5,64275.6,5820.3,51947.7
1628094524,13.1,64275.6,5820.3,51947.7
1628094525,14.4,64275.6,5820.3,51947.7
1628094526,13.5,64275.6,5820.3,51948.1
1628094527,12.5,64275.6,5820.3,51948.1
1628094528,15.7,64275.6,5820.3,51948.1
1628094529,12.6,64275.6,5820.3,51948.2
1628094530,12.5,64275.6,5820.3,51948.1
1628094531,13.5,64275.6,5820.3,51948.2
1628094532,12.6,64275.6,5820.3,51948.2
1628094533,14.4,64275.6,5820.3,51948.2
1628094534,13.6,64275.6,5820.3,51949.1
1628094535,13.5,64275.6,5820.3,51948.2
1628094536,13.5,64275.6,5820.3,51948.3
1628094537,12.9,64275.6,5820.3,51948.3
1628094538,15.1,64275.6,5820.3,51948.3
1628094539,12.5,64275.6,5820.3,51948.3
1628094540,12.4,64275.6,5820.3,51948.5
1628094541,16.4,64275.6,5820.3,51949.2
1628094542,17.3,64275.6,5820.3,51974.2
1628094543,14.6,64275.6,5820.3,51974.2
1628094544,13.4,64275.6,5820.3,51948.5
1628094545,13.1,64275.6,5820.3,51948.7
1628094546,13.8,64275.6,5820.3,51948.9
1628094547,13.0,64275.6,5820.3,51949.3
1628094548,12.5,64275.6,5820.3,51949.9
1628094549,15.2,64275.6,5820.3,51953.4
1628094550,13.1,64275.6,5820.3,51951.1
1628094551,15.1,64275.6,5820.3,51950.8
